post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47655268,"Show HN: Modo – I built an open-source alternative to Kiro, Cursor, and Windsurf",entertainment,98,28,mohshomis,2026-04-08 14:43:42.282509,0.2828282828282828,False
47679573,Apple Is Reportedly Facing a 'Massive Dilemma' with the MacBook Neo,entertainment,25,22,thm,2026-04-08 14:43:42.282509,0.8461538461538461,False
47647788,The threat is comfortable drift toward not understanding what you're doing,worldnews,970,616,zaikunzhang,2026-04-08 14:43:42.282509,0.6343975283213182,True
47656303,Case study: recovery of a corrupted 12 TB multi-device pool,science,116,65,salt4034,2026-04-08 14:43:42.282509,0.5555555555555556,False
47652322,Music for Programming,entertainment,348,173,merusame,2026-04-08 14:43:42.282509,0.49570200573065903,True
47642601,Show HN: M. C. Escher spiral in WebGL inspired by 3Blue1Brown,entertainment,174,31,laszlokorte,2026-04-08 14:43:42.282509,0.17714285714285713,True
47680611,"Iranian hackers launching disruptive attacks at U.S. energy, water targets [pdf]",worldnews,31,6,lschueller,2026-04-08 14:43:42.282509,0.1875,False
47646504,Show HN: OsintRadar – Curated directory for osint tools,entertainment,83,9,lexalizer,2026-04-08 14:43:42.282509,0.10714285714285714,False
47685951,How Trump Took the U.S. to War with Iran,worldnews,5,1,u1hcw9nx,2026-04-08 14:43:42.282509,0.16666666666666666,False
47675835,Wireless Festival cancelled after government stops Kanye West entering UK,worldnews,12,1,manarth,2026-04-08 14:43:42.282509,0.07692307692307693,False
47648404,My Google Workspace account suspension,science,369,218,zenincognito,2026-04-08 14:43:42.282509,0.5891891891891892,True
47681094,"Al-Khwarizmi (""Algorithm"")",worldnews,8,1,profsummergig,2026-04-08 14:43:42.282509,0.1111111111111111,False
47629485,A case study in testing with 100+ Claude agents in parallel,science,66,54,thejash,2026-04-08 14:43:42.282509,0.8059701492537313,False
47667008,Show HN: I built a site that turns your Steam gaming hours into a RL skill tree,sports,7,4,naorz,2026-04-08 14:43:42.282509,0.5,False
47639727,"When legal sports betting surges, so do Americans' financial problems",sports,221,146,pseudolus,2026-04-08 14:43:42.282509,0.6576576576576577,True
47633676,"Extra usage credit for Pro, Max, and Team plans",sports,64,61,angst,2026-04-08 14:43:42.282509,0.9384615384615385,False
47644726,"Power-washing, pool-cleaning and mowing – playing games about mundane jobs",sports,24,4,andsoitis,2026-04-08 14:43:42.282509,0.16,False
47669649,Global Fuel Shortage Pushes Governments Toward Demand Controls,worldnews,15,14,toomuchtodo,2026-04-08 14:43:42.282509,0.875,False
47673182,Health benefits of Paris climate goals could save lives by 2040,worldnews,7,0,lentoutcry,2026-04-08 14:43:42.282509,0.0,False
47641615,Sopwith – 1984 Game (2000),sports,99,42,elvis70,2026-04-08 14:43:42.282509,0.42,False
47645817,How Pope Leo is pushing back on divine justification of war,worldnews,76,42,1659447091,2026-04-08 14:43:42.282509,0.5454545454545454,False
47653036,Satellite firm Planet Labs to indefinitely withold Iran war imagery,worldnews,42,12,anigbrowl,2026-04-08 14:43:42.282509,0.27906976744186046,False
47664308,JPMorgan warns Tesla stock could sink 60% in new note,worldnews,61,18,freediddy,2026-04-08 14:43:42.282509,0.2903225806451613,False
47680527,Russia's Fancy Bear still attacking routers to boost fake sites,worldnews,7,0,lschueller,2026-04-08 14:43:42.282509,0.0,False
